Gene	NAD.count	total.count
AT2G34560.2	NA	NA
AT2G34640.1	NA	NA
AT2G34810.1	NA	NA
AT2G34860.1	NA	NA
AT2G34860.2	NA	NA
AT2G35050.1	NA	NA
AT2G35050.2	NA	NA
AT2G35260.1	NA	NA
AT2G35370.1	NA	NA
AT2G35390.3	NA	NA
AT2G35635.1	NA	NA
AT2G35810.1	NA	NA
AT2G35810.2	NA	NA
AT2G35830.1	NA	NA
AT2G35830.2	NA	NA
AT2G35840.1	NA	NA
AT2G35840.2	NA	NA
AT2G35840.3	NA	NA
AT2G35840.4	NA	NA
AT2G35920.1	NA	NA
AT2G35920.2	NA	NA
AT2G35920.3	NA	NA
AT2G36120.1	NA	NA
AT2G36160.1	NA	NA
AT2G36170.1	NA	NA
AT2G36250.1	NA	NA
AT2G36250.2	NA	NA
AT2G36250.3	NA	NA
AT2G36250.4	NA	NA
AT2G36410.2	NA	NA
AT2G36460.1	NA	NA
AT2G36460.2	NA	NA
AT2G36460.3	NA	NA
AT2G36530.1	NA	NA
AT2G36530.2	NA	NA
AT2G36580.1	NA	NA
AT2G36720.1	NA	NA
AT2G36720.2	NA	NA
AT2G36930.1	NA	NA
AT2G37110.1	NA	NA
AT2G37120.1	NA	NA
AT2G37130.1	NA	NA
AT2G37130.2	NA	NA
AT2G37170.1	NA	NA
AT2G37170.2	NA	NA
AT2G37180.1	NA	NA
AT2G37190.1	NA	NA
AT2G37200.1	NA	NA
AT2G37200.2	NA	NA
AT2G37220.1	NA	NA
AT2G37240.1	NA	NA
AT2G37340.1	NA	NA
AT2G37340.2	NA	NA
AT2G37340.3	NA	NA
AT2G37340.4	NA	NA
AT2G37340.5	NA	NA
AT2G37340.6	NA	NA
AT2G37410.1	NA	NA
AT2G37410.2	NA	NA
AT2G37460.1	NA	NA
AT2G37550.1	NA	NA
AT2G37550.2	NA	NA
AT2G37660.1	NA	NA
AT2G37790.1	NA	NA
AT2G38025.1	NA	NA
AT2G38025.2	NA	NA
AT2G38210.1	NA	NA
AT2G38230.1	NA	NA
AT2G38310.1	NA	NA
AT2G38450.1	NA	NA
AT2G38450.2	NA	NA
AT2G38800.1	NA	NA
AT2G39010.1	NA	NA
AT2G39010.2	NA	NA
AT2G39020.1	NA	NA
AT2G39100.1	NA	NA
AT2G39100.2	NA	NA
AT2G39310.1	NA	NA
AT2G39310.2	NA	NA
AT2G39310.3	NA	NA
AT2G39310.4	NA	NA
AT2G39450.1	NA	NA
AT2G39500.1	NA	NA
AT2G39570.1	NA	NA
AT2G39770.1	NA	NA
AT2G39770.2	NA	NA
AT2G39770.3	NA	NA
AT2G39780.1	NA	NA
AT2G39780.2	NA	NA
AT2G39800.1	NA	NA
AT2G39800.2	NA	NA
AT2G39800.3	NA	NA
AT2G39800.4	NA	NA
AT2G39810.1	NA	NA
AT2G39810.2	NA	NA
AT2G39900.1	NA	NA
AT2G40060.1	NA	NA
AT2G40140.1	NA	NA
AT2G40140.2	NA	NA
AT2G40205.1	NA	NA
AT2G40316.1	NA	NA
AT2G40316.2	NA	NA
AT2G40316.3	NA	NA
AT2G40380.1	NA	NA
AT2G40400.1	NA	NA
AT2G40460.1	NA	NA
AT2G40510.1	NA	NA
AT2G40610.1	NA	NA
AT2G40765.1	NA	NA
AT2G40800.1	NA	NA
AT2G40800.2	NA	NA
AT2G40890.1	NA	NA
AT2G40935.1	NA	NA
AT2G40935.2	NA	NA
AT2G40935.3	NA	NA
AT2G40935.5	NA	NA
AT2G40935.6	NA	NA
AT2G40935.9	NA	NA
AT2G41090.1	NA	NA
AT2G41420.1	NA	NA
AT2G41430.1	NA	NA
AT2G41430.2	NA	NA
AT2G41430.3	NA	NA
AT2G41430.4	NA	NA
AT2G41430.5	NA	NA
AT2G41475.1	NA	NA
AT2G41650.1	NA	NA
AT2G41940.1	NA	NA
AT2G42030.1	NA	NA
AT2G42590.1	NA	NA
AT2G42590.2	NA	NA
AT2G42590.3	NA	NA
AT2G42600.1	NA	NA
AT2G42600.2	NA	NA
AT2G42600.3	NA	NA
AT2G42620.1	NA	NA
AT2G42750.1	NA	NA
AT2G42770.1	NA	NA
AT2G42840.1	NA	NA
AT2G43030.1	NA	NA
AT2G43100.1	NA	NA
AT2G43150.1	NA	NA
AT2G43290.1	NA	NA
AT2G43360.1	NA	NA
AT2G43400.1	NA	NA
AT2G43460.1	NA	NA
AT2G43520.1	NA	NA
AT2G43535.1	NA	NA
AT2G43590.1	NA	NA
AT2G43750.1	NA	NA
AT2G43750.2	NA	NA
AT2G43810.1	NA	NA
AT2G43810.2	NA	NA
AT2G43810.3	NA	NA
AT2G43910.1	NA	NA
AT2G43910.2	NA	NA
AT2G43910.3	NA	NA
AT2G43920.1	NA	NA
AT2G43920.2	NA	NA
AT2G43920.3	NA	NA
AT2G43920.4	NA	NA
AT2G43920.5	NA	NA
AT2G43920.6	NA	NA
AT2G43970.1	NA	NA
AT2G43970.2	NA	NA
AT2G44160.1	NA	NA
AT2G44440.1	NA	NA
AT2G44525.1	NA	NA
AT2G44798.6	NA	NA
AT2G44798.7	NA	NA
AT2G44798.8	NA	NA
AT2G44798.9	NA	NA
AT2G44800.1	NA	NA
AT2G45050.1	NA	NA
AT2G45070.1	NA	NA
AT2G45070.2	NA	NA
AT2G45070.3	NA	NA
AT2G45070.4	NA	NA
AT2G45250.1	NA	NA
AT2G45250.2	NA	NA
AT2G45250.3	NA	NA
AT2G45300.1	NA	NA
AT2G45300.2	NA	NA
AT2G45300.4	NA	NA
AT2G45470.1	NA	NA
AT2G45710.1	NA	NA
AT2G45790.1	NA	NA
AT2G45810.1	NA	NA
AT2G46220.1	NA	NA
AT2G46510.1	NA	NA
AT2G46535.1	NA	NA
AT2G46600.1	NA	NA
AT2G46830.1	NA	NA
AT2G46830.2	NA	NA
AT2G46830.3	NA	NA
AT2G46930.1	NA	NA
AT2G47020.1	NA	NA
AT2G47020.3	NA	NA
AT2G47020.4	NA	NA
AT2G47070.1	NA	NA
AT2G47070.2	NA	NA
AT2G47110.1	NA	NA
AT2G47110.2	NA	NA
AT2G47170.1	NA	NA
AT2G47170.2	NA	NA
AT2G47170.3	NA	NA
AT2G47390.1	NA	NA
AT2G47400.1	NA	NA
AT2G47440.1	NA	NA
AT2G47440.2	NA	NA
AT2G47450.1	NA	NA
AT2G47470.4	NA	NA
AT2G47760.1	NA	NA
AT2G47760.2	NA	NA
AT2G47760.3	NA	NA
AT2G47760.4	NA	NA
AT2G47760.5	NA	NA
AT2G47960.1	NA	NA
AT2G48070.1	NA	NA
AT2G48070.3	NA	NA
AT3G01130.1	NA	NA
AT3G01130.2	NA	NA
AT3G01130.3	NA	NA
AT3G01130.5	NA	NA
AT3G01130.6	NA	NA
AT3G01130.7	NA	NA
AT3G01150.1	NA	NA
AT3G01150.2	NA	NA
AT3G01150.3	NA	NA
AT3G01150.4	NA	NA
AT3G01500.1	NA	NA
AT3G01500.2	NA	NA
AT3G01540.1	NA	NA
AT3G01540.2	NA	NA
AT3G01540.3	NA	NA
AT3G01910.1	NA	NA
AT3G01910.2	NA	NA
AT3G01910.3	NA	NA
AT3G02020.1	NA	NA
AT3G02080.1	NA	NA
AT3G02230.1	NA	NA
AT3G02360.1	NA	NA
AT3G02360.2	NA	NA
AT3G02380.1	NA	NA
AT3G02470.1	NA	NA
AT3G02470.3	NA	NA
AT3G02470.4	NA	NA
AT3G02560.1	NA	NA
AT3G02560.2	NA	NA
AT3G02560.3	NA	NA
AT3G02600.1	NA	NA
AT3G02600.10	NA	NA
AT3G02600.11	NA	NA
AT3G02600.12	NA	NA
AT3G02600.8	NA	NA
AT3G02600.9	NA	NA
AT3G02670.1	NA	NA
AT3G02670.2	NA	NA
AT3G02980.1	NA	NA
AT3G02980.2	NA	NA
AT3G03070.1	NA	NA
AT3G03100.1	NA	NA
AT3G03100.2	NA	NA
AT3G03145.1	NA	NA
AT3G03380.1	NA	NA
AT3G03380.2	NA	NA
AT3G04110.1	NA	NA
AT3G04110.2	NA	NA
AT3G04110.3	NA	NA
AT3G04790.1	NA	NA
AT3G05350.1	NA	NA
AT3G05530.1	NA	NA
AT3G05560.1	NA	NA
AT3G05560.2	NA	NA
AT3G05560.3	NA	NA
AT3G05710.1	NA	NA
AT3G05710.2	NA	NA
AT3G05727.1	NA	NA
AT3G05730.1	NA	NA
AT3G05840.1	NA	NA
AT3G05840.2	NA	NA
AT3G05880.1	NA	NA
AT3G05890.1	NA	NA
AT3G05932.1	NA	NA
AT3G05932.2	NA	NA
AT3G05935.1	NA	NA
AT3G05935.2	NA	NA
AT3G05935.3	NA	NA
AT3G05935.5	NA	NA
AT3G06110.1	NA	NA
AT3G06110.2	NA	NA
AT3G06110.3	NA	NA
AT3G06125.2	NA	NA
AT3G06190.1	NA	NA
AT3G06190.3	NA	NA
AT3G06190.4	NA	NA
AT3G06190.5	NA	NA
AT3G06330.1	NA	NA
AT3G06330.2	NA	NA
AT3G06330.3	NA	NA
AT3G06330.4	NA	NA
AT3G06355.1	NA	NA
AT3G06430.1	NA	NA
AT3G06440.1	NA	NA
AT3G06440.2	NA	NA
AT3G06580.1	NA	NA
AT3G06590.1	NA	NA
AT3G06590.2	NA	NA
AT3G06590.3	NA	NA
AT3G06590.4	NA	NA
AT3G06610.1	NA	NA
AT3G06680.1	NA	NA
AT3G06680.2	NA	NA
AT3G06680.3	NA	NA
AT3G06700.1	NA	NA
AT3G06700.2	NA	NA
AT3G06700.3	NA	NA
AT3G06720.1	NA	NA
AT3G06720.2	NA	NA
AT3G07010.1	NA	NA
AT3G07010.2	NA	NA
AT3G07110.1	NA	NA
AT3G07110.2	NA	NA
AT3G07230.1	NA	NA
AT3G07350.1	NA	NA
AT3G07390.1	NA	NA
AT3G07390.2	NA	NA
AT3G07568.1	NA	NA
AT3G07680.1	NA	NA
AT3G07760.1	NA	NA
AT3G07760.10	NA	NA
AT3G07760.11	NA	NA
AT3G07760.3	NA	NA
AT3G07760.7	NA	NA
AT3G07760.9	NA	NA
AT3G07790.1	NA	NA
AT3G07800.1	NA	NA
AT3G07950.1	NA	NA
AT3G08510.1	NA	NA
AT3G08510.2	NA	NA
AT3G08510.3	NA	NA
AT3G08510.4	NA	NA
AT3G08520.1	NA	NA
AT3G08580.1	NA	NA
AT3G08580.2	NA	NA
AT3G08590.1	NA	NA
AT3G08590.2	NA	NA
AT3G08670.1	NA	NA
AT3G08690.1	NA	NA
AT3G08690.2	NA	NA
AT3G08740.1	NA	NA
AT3G08770.1	NA	NA
AT3G08920.1	NA	NA
AT3G08960.1	NA	NA
AT3G08960.2	NA	NA
AT3G08960.3	NA	NA
AT3G09200.1	NA	NA
AT3G09200.2	NA	NA
AT3G09260.1	NA	NA
AT3G09275.1	NA	NA
AT3G09440.1	NA	NA
AT3G09440.2	NA	NA
AT3G09440.3	NA	NA
AT3G09440.4	NA	NA
AT3G09455.1	NA	NA
AT3G09455.2	NA	NA
AT3G09500.1	NA	NA
AT3G09570.1	NA	NA
AT3G09580.1	NA	NA
AT3G10230.1	NA	NA
AT3G10230.2	NA	NA
AT3G10420.1	NA	NA
AT3G10420.2	NA	NA
AT3G10480.1	NA	NA
AT3G10480.2	NA	NA
AT3G10480.3	NA	NA
AT3G10670.1	NA	NA
AT3G10740.1	NA	NA
AT3G10740.2	NA	NA
AT3G10740.3	NA	NA
AT3G10740.4	NA	NA
AT3G10760.1	NA	NA
AT3G10820.1	NA	NA
AT3G10820.2	NA	NA
AT3G10860.1	NA	NA
AT3G10860.2	NA	NA
AT3G10960.1	NA	NA
AT3G10970.1	NA	NA
AT3G10970.2	NA	NA
AT3G10970.3	NA	NA
AT3G10985.1	NA	NA
AT3G11110.1	NA	NA
AT3G11170.1	NA	NA
AT3G11330.1	NA	NA
AT3G11510.1	NA	NA
AT3G11550.1	NA	NA
AT3G11560.2	NA	NA
AT3G11570.1	NA	NA
AT3G11630.1	NA	NA
AT3G11660.1	NA	NA
AT3G11710.1	NA	NA
AT3G11720.1	NA	NA
AT3G11720.2	NA	NA
AT3G11720.3	NA	NA
AT3G11720.4	NA	NA
AT3G11780.1	NA	NA
AT3G11780.2	NA	NA
AT3G12050.1	NA	NA
AT3G12050.2	NA	NA
AT3G12345.1	NA	NA
AT3G12390.1	NA	NA
AT3G12500.1	NA	NA
AT3G12680.1	NA	NA
AT3G12780.1	NA	NA
AT3G13040.1	NA	NA
AT3G13040.2	NA	NA
AT3G13040.3	NA	NA
AT3G13120.1	NA	NA
AT3G13120.2	NA	NA
AT3G13200.1	NA	NA
AT3G13226.1	NA	NA
AT3G13290.1	NA	NA
AT3G13410.1	NA	NA
AT3G13460.1	NA	NA
AT3G13460.2	NA	NA
AT3G13460.3	NA	NA
AT3G13460.4	NA	NA
AT3G13510.1	NA	NA
AT3G13580.1	NA	NA
AT3G13580.2	NA	NA
AT3G13580.5	NA	NA
AT3G13580.6	NA	NA
AT3G13580.8	NA	NA
AT3G13580.9	NA	NA
AT3G13740.1	NA	NA
AT3G13740.2	NA	NA
AT3G13740.3	NA	NA
AT3G13740.4	NA	NA
AT3G13740.5	NA	NA
AT3G13740.6	NA	NA
AT3G13750.1	NA	NA
AT3G13920.1	NA	NA
AT3G13920.2	NA	NA
AT3G13920.3	NA	NA
AT3G13920.4	NA	NA
AT3G13920.5	NA	NA
AT3G13930.1	NA	NA
AT3G14210.1	NA	NA
AT3G14210.2	NA	NA
AT3G14220.1	NA	NA
AT3G14230.1	NA	NA
AT3G14230.2	NA	NA
AT3G14230.3	NA	NA
AT3G14415.1	NA	NA
AT3G14415.2	NA	NA
AT3G14415.3	NA	NA
AT3G14420.1	NA	NA
AT3G14420.2	NA	NA
AT3G14420.3	NA	NA
AT3G14420.4	NA	NA
AT3G14420.5	NA	NA
AT3G14420.6	NA	NA
AT3G14430.1	NA	NA
AT3G14595.1	NA	NA
AT3G14600.1	NA	NA
AT3G14610.1	NA	NA
AT3G14650.1	NA	NA
AT3G14930.1	NA	NA
AT3G14930.2	NA	NA
AT3G14930.3	NA	NA
AT3G14980.1	NA	NA
AT3G14980.2	NA	NA
AT3G14980.3	NA	NA
AT3G14980.4	NA	NA
AT3G14980.5	NA	NA
AT3G14980.6	NA	NA
AT3G14990.1	NA	NA
AT3G14990.2	NA	NA
AT3G14990.3	NA	NA
AT3G15190.1	NA	NA
AT3G15290.1	NA	NA
AT3G15360.1	NA	NA
AT3G15380.1	NA	NA
AT3G15450.1	NA	NA
AT3G15450.2	NA	NA
AT3G15450.3	NA	NA
AT3G15570.1	NA	NA
AT3G15630.1	NA	NA
AT3G15660.1	NA	NA
AT3G15660.2	NA	NA
AT3G15730.1	NA	NA
AT3G15840.1	NA	NA
AT3G15840.2	NA	NA
AT3G15840.3	NA	NA
AT3G15840.4	NA	NA
AT3G15840.5	NA	NA
AT3G15970.1	NA	NA
AT3G15970.2	NA	NA
AT3G16130.1	NA	NA
AT3G16175.1	NA	NA
AT3G16310.1	NA	NA
AT3G16370.1	NA	NA
AT3G16400.1	NA	NA
AT3G16400.2	NA	NA
AT3G16410.1	NA	NA
AT3G16430.1	NA	NA
AT3G16430.2	NA	NA
AT3G16440.1	NA	NA
AT3G16440.2	NA	NA
AT3G16460.1	NA	NA
AT3G16460.2	NA	NA
AT3G16470.3	NA	NA
AT3G16520.1	NA	NA
AT3G16520.2	NA	NA
AT3G16520.3	NA	NA
AT3G16660.1	NA	NA
AT3G16660.2	NA	NA
AT3G16770.1	NA	NA
AT3G16785.1	NA	NA
AT3G16785.2	NA	NA
AT3G16785.3	NA	NA
AT3G16785.4	NA	NA
AT3G16785.5	NA	NA
AT3G16785.6	NA	NA
AT3G16910.1	NA	NA
AT3G17390.1	NA	NA
AT3G17609.1	NA	NA
AT3G17609.2	NA	NA
AT3G17609.3	NA	NA
AT3G17609.4	NA	NA
AT3G17800.1	NA	NA
AT3G17800.2	NA	NA
AT3G17930.1	NA	NA
AT3G18050.1	NA	NA
AT3G18060.1	NA	NA
AT3G18215.1	NA	NA
AT3G18215.2	NA	NA
AT3G18410.1	NA	NA
AT3G18420.1	NA	NA
AT3G18490.1	NA	NA
AT3G18740.1	NA	NA
AT3G18780.1	NA	NA
AT3G18780.2	NA	NA
AT3G18780.3	NA	NA
AT3G18890.1	NA	NA
AT3G19000.1	NA	NA
AT3G19000.2	NA	NA
AT3G19030.1	NA	NA
AT3G19450.1	NA	NA
AT3G19615.1	NA	NA
AT3G19720.1	NA	NA
AT3G19720.2	NA	NA
AT3G19720.3	NA	NA
AT3G19760.1	NA	NA
AT3G19820.1	NA	NA
AT3G19820.2	NA	NA
AT3G19820.3	NA	NA
AT3G19850.1	NA	NA
AT3G20370.1	NA	NA
AT3G20370.2	NA	NA
AT3G20470.1	NA	NA
AT3G21700.1	NA	NA
AT3G21700.2	NA	NA
AT3G21700.3	NA	NA
AT3G22070.1	NA	NA
AT3G22072.1	NA	NA
AT3G22120.1	NA	NA
AT3G22120.2	NA	NA
AT3G22121.1	NA	NA
AT3G22125.1	NA	NA
AT3G22125.2	NA	NA
AT3G22142.1	NA	NA
AT3G22235.1	NA	NA
AT3G22235.2	NA	NA
AT3G22330.1	NA	NA
AT3G22440.1	NA	NA
AT3G22520.1	NA	NA
AT3G22530.1	NA	NA
AT3G22590.1	NA	NA
AT3G22845.1	NA	NA
AT3G22845.2	NA	NA
AT3G22942.1	NA	NA
AT3G23000.1	NA	NA
AT3G23050.1	NA	NA
AT3G23050.3	NA	NA
AT3G23325.1	NA	NA
AT3G23390.1	NA	NA
AT3G23400.1	NA	NA
AT3G23400.2	NA	NA
AT3G23400.3	NA	NA
AT3G23400.4	NA	NA
AT3G23450.1	NA	NA
AT3G23450.2	NA	NA
AT3G23450.3	NA	NA
AT3G23450.4	NA	NA
AT3G23490.1	NA	NA
AT3G23490.2	NA	NA
AT3G23490.3	NA	NA
AT3G23590.1	NA	NA
AT3G23810.1	NA	NA
AT3G23820.1	NA	NA
AT3G24050.1	NA	NA
AT3G24100.1	NA	NA
AT3G24180.1	NA	NA
AT3G24180.2	NA	NA
AT3G25220.1	NA	NA
AT3G25410.1	NA	NA
AT3G25530.1	NA	NA
AT3G25530.2	NA	NA
AT3G25530.3	NA	NA
AT3G25770.1	NA	NA
AT3G25920.1	NA	NA
AT3G25980.1	NA	NA
AT3G25980.3	NA	NA
AT3G25980.4	NA	NA
AT3G26030.1	NA	NA
AT3G26090.1	NA	NA
AT3G26100.1	NA	NA
AT3G26100.2	NA	NA
AT3G26100.3	NA	NA
AT3G26100.4	NA	NA
AT3G26100.5	NA	NA
AT3G26100.6	NA	NA
AT3G26440.1	NA	NA
AT3G26440.2	NA	NA
AT3G26450.1	NA	NA
AT3G26570.1	NA	NA
AT3G26570.2	NA	NA
AT3G26730.1	NA	NA
AT3G26730.3	NA	NA
AT3G26730.4	NA	NA
AT3G26730.5	NA	NA
AT3G26730.7	NA	NA
AT3G26730.8	NA	NA
AT3G26740.1	NA	NA
AT3G27100.1	NA	NA
AT3G27100.2	NA	NA
AT3G27160.1	NA	NA
AT3G27160.2	NA	NA
AT3G27240.1	NA	NA
AT3G27270.1	NA	NA
AT3G27270.2	NA	NA
AT3G27360.1	NA	NA
AT3G27430.1	NA	NA
AT3G27430.2	NA	NA
AT3G27430.3	NA	NA
AT3G27740.1	NA	NA
AT3G27740.2	NA	NA
AT3G27830.1	NA	NA
AT3G27830.2	NA	NA
AT3G27925.1	NA	NA
AT3G27925.2	NA	NA
AT3G28450.1	NA	NA
AT3G28700.1	NA	NA
AT3G28700.3	NA	NA
AT3G28710.1	NA	NA
AT3G28715.1	NA	NA
AT3G28715.2	NA	NA
AT3G28860.1	NA	NA
AT3G29185.1	NA	NA
AT3G29185.2	NA	NA
AT3G29240.1	NA	NA
AT3G29240.2	NA	NA
AT3G29320.1	NA	NA
AT3G29360.1	NA	NA
AT3G29360.2	NA	NA
AT3G30390.1	NA	NA
AT3G30390.2	NA	NA
AT3G30390.3	NA	NA
AT3G32980.1	NA	NA
AT3G33530.1	NA	NA
AT3G33530.3	NA	NA
AT3G33530.4	NA	NA
AT3G41768.1	NA	NA
AT3G42050.1	NA	NA
AT3G43240.1	NA	NA
AT3G43720.1	NA	NA
AT3G43720.2	NA	NA
AT3G43960.1	NA	NA
AT3G44100.1	NA	NA
AT3G44110.1	NA	NA
AT3G44310.1	NA	NA
AT3G44310.2	NA	NA
AT3G44310.3	NA	NA
AT3G44310.4	NA	NA
AT3G44480.1	NA	NA
AT3G44480.2	NA	NA
AT3G44480.4	NA	NA
AT3G44890.1	NA	NA
AT3G45050.1	NA	NA
AT3G45050.2	NA	NA
AT3G45050.3	NA	NA
AT3G45050.4	NA	NA
AT3G45140.1	NA	NA
AT3G45140.2	NA	NA
AT3G45240.1	NA	NA
AT3G45240.2	NA	NA
AT3G45240.3	NA	NA
AT3G45700.1	NA	NA
AT3G46000.1	NA	NA
AT3G46000.2	NA	NA
AT3G46000.3	NA	NA
AT3G46060.2	NA	NA
AT3G46060.3	NA	NA
AT3G46430.1	NA	NA
AT3G46600.1	NA	NA
AT3G46600.2	NA	NA
AT3G46600.3	NA	NA
AT3G46668.1	NA	NA
AT3G46670.1	NA	NA
AT3G46780.1	NA	NA
AT3G46900.1	NA	NA
AT3G47250.1	NA	NA
AT3G47250.2	NA	NA
AT3G47250.3	NA	NA
AT3G47295.1	NA	NA
AT3G47340.1	NA	NA
AT3G47340.2	NA	NA
AT3G47340.3	NA	NA
AT3G47340.4	NA	NA
AT3G47430.1	NA	NA
AT3G47520.1	NA	NA
AT3G47560.1	NA	NA
AT3G47560.2	NA	NA
AT3G47560.3	NA	NA
AT3G47560.4	NA	NA
AT3G47560.5	NA	NA
AT3G47650.1	NA	NA
AT3G47965.1	NA	NA
AT3G48140.1	NA	NA
AT3G48185.1	NA	NA
AT3G48310.1	NA	NA
AT3G48320.1	NA	NA
AT3G48560.1	NA	NA
AT3G48720.1	NA	NA
AT3G48740.1	NA	NA
AT3G48750.1	NA	NA
AT3G48970.1	NA	NA
AT3G48970.2	NA	NA
AT3G48970.3	NA	NA
AT3G48990.1	NA	NA
AT3G49060.1	NA	NA
AT3G49060.3	NA	NA
AT3G49560.1	NA	NA
AT3G49660.1	NA	NA
AT3G49870.1	NA	NA
AT3G49870.2	NA	NA
AT3G49910.1	NA	NA
AT3G50360.1	NA	NA
AT3G50370.1	NA	NA
AT3G50370.2	NA	NA
AT3G50440.1	NA	NA
AT3G50685.1	NA	NA
AT3G50830.1	NA	NA
AT3G50880.1	NA	NA
AT3G50890.1	NA	NA
AT3G51110.1	NA	NA
AT3G51420.1	NA	NA
AT3G51550.1	NA	NA
AT3G51610.1	NA	NA
AT3G51620.1	NA	NA
AT3G51620.2	NA	NA
AT3G51620.3	NA	NA
AT3G51670.1	NA	NA
AT3G51730.1	NA	NA
AT3G51800.1	NA	NA
AT3G51800.2	NA	NA
AT3G51800.3	NA	NA
AT3G51820.1	NA	NA
AT3G51830.1	NA	NA
AT3G51850.1	NA	NA
AT3G51850.2	NA	NA
AT3G51850.3	NA	NA
AT3G52060.1	NA	NA
AT3G52105.1	NA	NA
AT3G52140.1	NA	NA
AT3G52140.2	NA	NA
AT3G52140.3	NA	NA
AT3G52140.4	NA	NA
AT3G52400.1	NA	NA
AT3G52460.1	NA	NA
AT3G52470.1	NA	NA
AT3G52730.1	NA	NA
AT3G52730.2	NA	NA
AT3G52740.1	NA	NA
AT3G52800.1	NA	NA
AT3G52800.2	NA	NA
AT3G52880.1	NA	NA
AT3G52880.2	NA	NA
AT3G52900.1	NA	NA
AT3G52930.1	NA	NA
AT3G52960.1	NA	NA
AT3G53020.1	NA	NA
AT3G53340.1	NA	NA
AT3G53340.2	NA	NA
AT3G53340.3	NA	NA
AT3G53340.4	NA	NA
AT3G53340.5	NA	NA
AT3G53420.1	NA	NA
AT3G53420.2	NA	NA
AT3G53430.1	NA	NA
AT3G53610.1	NA	NA
AT3G53610.2	NA	NA
AT3G53610.3	NA	NA
AT3G53800.1	NA	NA
AT3G53800.2	NA	NA
AT3G54050.1	NA	NA
AT3G54050.2	NA	NA
AT3G54140.1	NA	NA
AT3G54140.2	NA	NA
AT3G54200.1	NA	NA
AT3G54220.1	NA	NA
AT3G54300.1	NA	NA
AT3G54300.2	NA	NA
AT3G54300.3	NA	NA
AT3G54500.1	NA	NA
AT3G54500.2	NA	NA
AT3G54500.3	NA	NA
AT3G54500.4	NA	NA
AT3G54500.5	NA	NA
AT3G54500.7	NA	NA
AT3G54500.8	NA	NA
AT3G54580.1	NA	NA
AT3G54660.1	NA	NA
AT3G54670.1	NA	NA
AT3G54820.1	NA	NA
AT3G54826.1	NA	NA
AT3G54920.1	NA	NA
AT3G55230.1	NA	NA
AT3G55330.1	NA	NA
AT3G55440.1	NA	NA
AT3G55610.1	NA	NA
AT3G55770.1	NA	NA
AT3G55770.2	NA	NA
AT3G55770.3	NA	NA
AT3G55770.5	NA	NA
AT3G55770.6	NA	NA
AT3G55770.7	NA	NA
AT3G55880.2	NA	NA
AT3G55880.3	NA	NA
AT3G55880.4	NA	NA
AT3G55960.1	NA	NA
AT3G56050.1	NA	NA
AT3G56050.2	NA	NA
AT3G56110.3	NA	NA
AT3G56240.1	NA	NA
AT3G56240.2	NA	NA
AT3G56240.3	NA	NA
AT3G56400.1	NA	NA
AT3G56910.1	NA	NA
AT3G56940.1	NA	NA
AT3G56940.2	NA	NA
AT3G57062.1	NA	NA
AT3G57062.2	NA	NA
AT3G57070.1	NA	NA
AT3G57090.1	NA	NA
AT3G57090.2	NA	NA
AT3G57260.1	NA	NA
AT3G57260.2	NA	NA
AT3G57330.1	NA	NA
AT3G57330.2	NA	NA
AT3G57390.1	NA	NA
AT3G57390.2	NA	NA
AT3G57390.3	NA	NA
AT3G57480.1	NA	NA
AT3G57480.2	NA	NA
AT3G57540.1	NA	NA
AT3G57765.1	NA	NA
AT3G57870.1	NA	NA
AT3G57890.1	NA	NA
AT3G57890.2	NA	NA
AT3G57910.1	NA	NA
AT3G57990.1	NA	NA
AT3G58120.1	NA	NA
AT3G58120.2	NA	NA
AT3G58170.1	NA	NA
AT3G58470.1	NA	NA
AT3G58500.1	NA	NA
AT3G58580.1	NA	NA
AT3G58640.1	NA	NA
AT3G58640.2	NA	NA
AT3G58730.1	NA	NA
AT3G58990.1	NA	NA
AT3G59380.1	NA	NA
AT3G59400.1	NA	NA
AT3G59410.3	NA	NA
AT3G59540.1	NA	NA
AT3G59910.1	NA	NA
AT3G59910.2	NA	NA
AT3G59940.1	NA	NA
AT3G59970.1	NA	NA
AT3G59970.2	NA	NA
AT3G59970.3	NA	NA
AT3G59980.1	NA	NA
AT3G60340.1	NA	NA
AT3G60340.2	NA	NA
AT3G60750.1	NA	NA
AT3G60750.2	NA	NA
AT3G60770.1	NA	NA
AT3G61110.1	NA	NA
AT3G61260.1	NA	NA
AT3G61430.1	NA	NA
AT3G61430.2	NA	NA
AT3G61440.1	NA	NA
AT3G61440.2	NA	NA
AT3G61440.3	NA	NA
AT3G61440.4	NA	NA
AT3G61630.1	NA	NA
AT3G61700.1	NA	NA
AT3G61700.2	NA	NA
AT3G61700.3	NA	NA
AT3G61700.4	NA	NA
AT3G61860.1	NA	NA
AT3G61960.1	NA	NA
AT3G62010.1	NA	NA
AT3G62010.2	NA	NA
AT3G62020.1	NA	NA
AT3G62020.2	NA	NA
AT3G62030.1	NA	NA
AT3G62030.2	NA	NA
AT3G62030.3	NA	NA
AT3G62250.1	NA	NA
AT3G62300.1	NA	NA
AT3G62300.2	NA	NA
AT3G62370.1	NA	NA
AT3G62410.1	NA	NA
AT3G62530.1	NA	NA
AT3G62790.1	NA	NA
AT3G63140.1	NA	NA
AT3G63160.1	NA	NA
AT3G63210.1	NA	NA
AT3G63310.1	NA	NA
